max_v_up,mean_v_up,min_v_up,max_v_dn,mean_v_dn,min_v_dn,max_v_dup,mean_v_dup,min_v_dup,max_v_ddn,mean_v_ddn,min_v_ddn,max_v_aup,mean_v_aup,min_v_aup,max_v_adn,mean_v_adn,min_v_adn,max_i_up,mean_i_up,min_i_up,max_i_dn,mean_i_dn,min_i_dn,max_i_dup,mean_i_dup,min_i_dup,max_i_ddn,mean_i_ddn,min_i_ddn,max_i_aup,mean_i_aup,min_i_aup,max_i_adn,mean_i_adn,min_i_adn,max_r_up,mean_r_up,min_r_up,max_r_dn,mean_r_dn,min_r_dn,max_r_dup,mean_r_dup,min_r_dup,max_r_ddn,mean_r_ddn,min_r_ddn,max_r_aup,mean_r_aup,min_r_aup,max_r_adn,mean_r_adn,min_r_adn,f_name,line_index,freq_index,RF
0.005910652,0.001681875,0.000200539,0.003876546,0.001607341,0.000257016,0.006508846,0.001810274,0.000154082,0.003184015,0.001413392,6.92E-05,0.10144568,0.030691423,0.005163073,0.10144568,0.030691423,0.005163073,0.065697333,0.034641069,0.011182833,0.106926583,0.049681105,0.011527167,0.05671,0.013594348,0,0.13212,0.058542174,0,2.9023,1.1546865,0.200008833,2.9023,1.1546865,0.200008833,0.03089725,0.021341377,0.010746667,0.02317025,0.01426558,0.0058335,0.03044,0.022017391,0.01262,0.02254,0.014223043,0.0058,0.273807,0.194935587,0.13015,0.273807,0.194935587,0.13015,m=2_day=12_h=6_mins=57.pickle,2756,2770,0
0.01465702,0.001903261,0.000388406,0.007472657,0.001272544,0.000471243,0.021270613,0.002862735,0.000622191,0.003783059,0.000679619,2.39E-05,0.463733287,0.060549648,0.014335237,0.463733287,0.060549648,0.014335237,0.116480083,0.052511891,0.009096833,0.09496025,0.046392457,0.007206333,0.13645,0.034751739,0,0.17222,0.068600435,0,3.28233875,1.607005178,0.2080185,3.28233875,1.607005178,0.2080185,0.066897667,0.025007065,0.01157625,0.060140417,0.026989891,0.01002,0.08573,0.039657391,0.02147,0.09278,0.023834348,0.00036,0.80673875,0.384512116,0.22174875,0.80673875,0.384512116,0.22174875,m=2_day=12_h=6_mins=8.pickle,4642,4646,0
0.010110267,0.002473897,0.000178858,0.003218714,0.001260765,0.000261241,0.011661357,0.002903845,0.000196891,0.001969171,0.000984717,0.000157699,0.147951755,0.038188701,0.004563321,0.147951755,0.038188701,0.004563321,0.091642167,0.040945833,0.01146875,0.195348667,0.056154167,0.010970917,0.15634,0.03264913,0,0.26356,0.078701304,0.01426,4.068104667,1.523285764,0.2935125,4.068104667,1.523285764,0.2935125,0.04387425,0.027974859,0.00865575,0.040936917,0.020166446,0.009861667,0.05588,0.03273087,0.01184,0.07004,0.028177826,0.0074,0.525149583,0.282445319,0.148395,0.525149583,0.282445319,0.148395,m=2_day=12_h=7_mins=15.pickle,3193,3199,0
0.001854525,0.000760508,0.000243603,0.005795097,0.00145798,0.000173064,0.000682153,0.000462246,0.000175062,0.00694943,0.001736032,0.000204045,0.11407811,0.029391363,0.004440484,0.11407811,0.029391363,0.004440484,0.12293925,0.036466757,0.005151333,0.06216075,0.027234547,0.0082495,0.17044,0.041041304,0,0.05365,0.017012174,0,3.0150955,0.967488145,0.192681333,3.0150955,0.967488145,0.192681333,0.01114475,0.00574596,0.00343075,0.016356,0.005941431,0.00299925,0.01913,0.007520435,0.00334,0.0135,0.008061304,0.00498,0.16834225,0.096690692,0.06213,0.16834225,0.096690692,0.06213,m=2_day=12_h=7_mins=21.pickle,4858,4139,0
0.005810547,0.001781867,0.000166366,0.004039316,0.001617656,0.000331938,0.006877462,0.002132871,0.00030175,0.002981683,0.001364356,0.000181379,0.137727101,0.042802056,0.006170596,0.137727101,0.042802056,0.006170596,0.05522375,0.030270739,0.016134333,0.115411417,0.040767087,0.01082025,0.07758,0.029874348,0,0.1223,0.04791,0,1.964880833,0.928325986,0.35885875,1.964880833,0.928325986,0.35885875,0.047429167,0.025947123,0.011960917,0.021590833,0.013223312,0.00727,0.05033,0.028453478,0.01272,0.02656,0.016485217,0.00948,0.4268745,0.267028029,0.1602905,0.4268745,0.267028029,0.1602905,m=2_day=12_h=7_mins=54.pickle,5903,5920,0
0.005956706,0.002500227,0.000278467,0.003626099,0.001812011,0.000350076,0.007307245,0.002949909,0.000413381,0.003165419,0.001574712,0.000153966,0.12387818,0.052698135,0.009514998,0.12387818,0.052698135,0.009514998,0.35675925,0.070921703,0.01355725,0.548966083,0.130326558,0.01194275,0.4252,0.063028696,0,0.65309,0.152248696,5.00E-05,11.05212383,3.028812928,0.3072305,11.05212383,3.028812928,0.3072305,0.387979083,0.07849413,0.012175083,0.366870917,0.064156739,0.00885175,0.37114,0.075313913,0.01343,0.3596,0.066208696,0.00565,1.05541875,0.407961377,0.1724155,1.05541875,0.407961377,0.1724155,m=2_day=12_h=8_mins=1.pickle,3205,3198,0
0.004356229,0.001417802,0.000228991,0.008712734,0.002117802,9.31E-05,0.001771123,0.000867535,0.000112151,0.011878354,0.002860456,0.00016095,0.260671582,0.062164701,0.003594509,0.260671582,0.062164701,0.003594509,0.14799225,0.042465826,0.00623975,0.10751775,0.037250696,0.00727025,0.24923,0.059622609,0,0.1179,0.036947391,0,4.71428575,1.291280688,0.12999475,4.71428575,1.291280688,0.12999475,0.033977333,0.014272888,0.0070875,0.05008975,0.031486243,0.014060667,0.03183,0.011179565,0.00298,0.05312,0.035943043,0.02079,0.26674,0.231489862,0.2132705,0.26674,0.231489862,0.2132705,m=2_day=13_h=13_mins=16.pickle,4610,4617,0
0.005964825,0.001600992,0.000571478,0.006103501,0.001122146,0.000343237,0.004650486,0.001519427,0.000620925,0.007526981,0.001282134,0.000394175,0.170645507,0.030792193,0.009594897,0.170645507,0.030792193,0.009594897,0.063143917,0.032344717,0.00875475,0.05441375,0.029295283,0.0100845,0.10401,0.04162,0.00616,0.07677,0.037181304,0.01143,1.7620175,0.807125797,0.233962,1.7620175,0.807125797,0.233962,0.014111083,0.0069735,0.004163833,0.01357275,0.007760848,0.005646083,0.02006,0.008012174,0.00459,0.02158,0.011413043,0.00751,0.250227167,0.130403757,0.0955745,0.250227167,0.130403757,0.0955745,m=2_day=13_h=16_mins=18.pickle,5081,3668,1
0.005519518,0.002204228,0.000716363,0.006717935,0.001323194,0.000386774,0.004338312,0.000589461,9.39E-05,0.008153611,0.002684398,0.000853666,0.172878667,0.050462418,0.012437832,0.172878667,0.050462418,0.012437832,0.517259083,0.095407659,0.010086417,0.326170917,0.077987123,0.013848667,0.35415,0.063428696,0,0.33461,0.070313478,0.009,8.1487675,2.064957246,0.294554667,8.1487675,2.064957246,0.294554667,0.396507583,0.056046591,0.013003583,0.498642417,0.065515583,0.009230083,0.40706,0.054805652,0.00693,0.46875,0.061804783,0.01298,2.132319833,0.540920569,0.24319125,2.132319833,0.540920569,0.24319125,m=2_day=13_h=16_mins=58.pickle,5864,5865,0
0.005156176,0.001501544,0.000151917,0.004365506,0.001626863,0.000282105,0.00702271,0.002127865,0.000304766,0.003014291,0.001419215,0.000175088,0.159405183,0.043821926,0.00528419,0.159405183,0.043821926,0.00528419,0.09108125,0.034880826,0.012479333,0.14910875,0.050863087,0.01440525,0.12737,0.044811739,0.00298,0.11867,0.04521,0,2.70034,1.135998083,0.5716,2.70034,1.135998083,0.5716,0.037204083,0.022620043,0.0113705,0.020815917,0.011718652,0.006075,0.03442,0.021687391,0.01259,0.02293,0.012243478,0.00612,0.23771325,0.178522562,0.122365,0.23771325,0.178522562,0.122365,m=2_day=13_h=17_mins=53.pickle,3662,3683,0
0.008892477,0.002103324,0.000107395,0.004437178,0.001502529,0.000180961,0.011513676,0.002711883,1.84E-05,0.002156187,0.001089264,0.000197251,0.23919065,0.056414149,0.002239,0.23919065,0.056414149,0.002239,0.082563333,0.03185792,0.005145333,0.154926667,0.040308167,0.007814583,0.04785,0.023926522,0.00458,0.23505,0.05218087,0.00187,4.208736667,1.015861322,0.106712667,4.208736667,1.015861322,0.106712667,0.039998583,0.022943,0.011232167,0.0305655,0.012880478,0.005116833,0.04041,0.025322174,0.01533,0.03062,0.013062174,0.0061,0.213114,0.186301181,0.149682,0.213114,0.186301181,0.149682,m=2_day=13_h=21_mins=21.pickle,5544,5556,0
0.004091931,0.00160248,0.00020514,0.0054067,0.001537063,0.000193316,0.003059319,0.001392686,0.000103078,0.006535147,0.001793123,0.000145726,0.141592266,0.039559243,0.005481622,0.141592266,0.039559243,0.005481622,0.1798535,0.049875482,0.012128333,0.054944417,0.029727996,0.014519833,0.17556,0.044253478,0,0.06352,0.028193043,0,1.6947635,0.92080396,0.429477,1.6947635,0.92080396,0.429477,0.009686333,0.005106707,0.003240917,0.011266083,0.005546772,0.003169083,0.00847,0.004663478,0.00267,0.011,0.006973913,0.00389,0.158089833,0.09511117,0.063624083,0.158089833,0.09511117,0.063624083,m=2_day=13_h=23_mins=53.pickle,5183,4424,1
0.000320906,0.000196214,0.000107909,0.000403814,0.000209523,9.03E-05,0.000455364,0.000313499,0.000150718,0.0005236,0.000198026,0,0.008844277,0.005430454,0.002850658,0.008844277,0.005430454,0.002850658,0.074393583,0.029059583,0.0038775,0.039246,0.019746504,0.0036925,0.10821,0.040475652,0,0.04288,0.016887391,0,1.5997025,0.726026819,0.08576,1.5997025,0.726026819,0.08576,0.0073625,0.005325793,0.003702083,0.00828625,0.004896815,0.0032605,0.01289,0.006821304,0.00456,0.00744,0.003513913,0,0.1458145,0.098701609,0.074505417,0.1458145,0.098701609,0.074505417,m=2_day=13_h=2_mins=25.pickle,2485,2455,1
0.002708141,0.001448109,0.000271754,0.004784125,0.001774325,0.000173653,0.002205204,0.000992333,5.00E-05,0.00640823,0.002349279,0.000374642,0.125651368,0.046487861,0.007322303,0.125651368,0.046487861,0.007322303,0.126087583,0.046178565,0.008144833,0.091052417,0.038774478,0.006335167,0.21491,0.064900435,0.00905,0.08403,0.039665217,0.00778,3.591507083,1.207237906,0.162251333,3.591507083,1.207237906,0.162251333,0.037367667,0.014082051,0.006227667,0.036112333,0.015769254,0.006727167,0.03274,0.015872174,0.00716,0.037,0.015057826,0.00693,0.505697,0.22981133,0.142552,0.505697,0.22981133,0.142552,m=2_day=13_h=2_mins=33.pickle,2606,3426,0
0.004823577,0.001799426,0.000257898,0.002922297,0.001506473,0.000375861,0.006323363,0.002350889,0.000357558,0.00263573,0.001109922,4.78E-05,0.122191534,0.0460436,0.008037434,0.122191534,0.0460436,0.008037434,0.069763417,0.034840243,0.01280825,0.141186583,0.047244975,0.010698417,0.05564,0.02825913,0,0.20665,0.063812609,0.00631,3.791367,1.204988815,0.290719,3.791367,1.204988815,0.290719,0.01227525,0.006461971,0.003449667,0.01305075,0.008453246,0.004190333,0.01747,0.011328261,0.00676,0.01381,0.005858696,0.0029,0.246711333,0.139411112,0.090206,0.246711333,0.139411112,0.090206,m=2_day=13_h=4_mins=23.pickle,5815,4552,1
0.005188501,0.001326563,0.000166673,0.0030244,0.001021069,0.00020522,0.007343061,0.001911081,0.000140504,0.001556291,0.000775844,0.000240432,0.163777794,0.040810667,0.00492296,0.163777794,0.040810667,0.00492296,0.07382525,0.029082757,0.007615667,0.105932333,0.031680721,0.009184333,0.09839,0.026718696,0.00307,0.15541,0.046784783,0.01114,2.877229333,0.896720457,0.200300917,2.877229333,0.896720457,0.200300917,0.01910825,0.010013685,0.006296333,0.02380175,0.010977185,0.006297333,0.02389,0.011752174,0.00595,0.02335,0.009964783,0.00532,0.33979875,0.163399583,0.112035,0.33979875,0.163399583,0.112035,m=2_day=13_h=7_mins=15.pickle,5676,6775,0
0.009454235,0.002374544,0.000153391,0.003953581,0.001463252,0.000287518,0.011689522,0.002850503,0.000141191,0.00199887,0.001154423,0.000240753,0.211106761,0.052974023,0.003947881,0.211106761,0.052974023,0.003947881,0.086392333,0.03612404,0.01156325,0.180417667,0.050135091,0.01048575,0.1021,0.030442609,0,0.26523,0.057128696,0,4.401062,1.254456101,0.31435175,4.401062,1.254456101,0.31435175,0.292354167,0.03890808,0.0051525,0.221155833,0.041464529,0.011981083,0.27722,0.038484348,0.00599,0.22618,0.036661304,0.00809,1.387545833,0.334428076,0.137244167,1.387545833,0.334428076,0.137244167,m=2_day=13_h=7_mins=59.pickle,3396,138,0
0.00147206,0.00042757,0.000192141,0.003998789,0.000682751,0.000143495,0.000542731,0.000181121,0,0.005006878,0.000977888,0.000335637,0.087392942,0.016613494,0.003931768,0.087392942,0.016613494,0.003931768,0.16934775,0.049726587,0.006516667,0.080490917,0.039545152,0.004703333,0.20548,0.061339565,0,0.08321,0.024554348,0,3.733588667,1.604264551,0.12947,3.733588667,1.604264551,0.12947,0.011204833,0.007095547,0.002668417,0.012569417,0.007852714,0.003141583,0.01626,0.009302609,0.00401,0.01379,0.007247826,0.0039,0.190690333,0.120439848,0.064960167,0.190690333,0.120439848,0.064960167,m=2_day=14_h=0_mins=17.pickle,4811,6207,0
0.00374413,0.001256576,0.000200133,0.009100454,0.002151723,0.000141222,0.001726047,0.000800489,4.24E-05,0.011421449,0.002703647,0.000175162,0.213160228,0.050833172,0.004317401,0.213160228,0.050833172,0.004317401,0.151419667,0.039249576,0.00527,0.061890333,0.02851912,0.00423425,0.20994,0.049804348,0.00751,0.06681,0.026008696,0,3.570620333,0.948379699,0.1180565,3.570620333,0.948379699,0.1180565,0.015237833,0.006208736,0.003445833,0.009284917,0.004919525,0.003237833,0.00643,0.004311739,0.00228,0.01978,0.008084783,0.00481,0.1542725,0.100721116,0.0634325,0.1542725,0.100721116,0.0634325,m=2_day=14_h=0_mins=49.pickle,3576,824,0
0.002945048,0.001604721,0.00036094,0.005032607,0.001926459,0.000205612,0.002747984,0.001412269,0.000245064,0.006226307,0.002374739,0.000181719,0.124723565,0.048126908,0.006670158,0.124723565,0.048126908,0.006670158,0.088997917,0.040438446,0.010402833,0.0824615,0.030087641,0.008665083,0.11504,0.04825087,0.0019,0.09334,0.029491739,0.00073,2.204337083,0.935086188,0.249571667,2.204337083,0.935086188,0.249571667,0.02266825,0.013841482,0.00858375,0.043725833,0.030501996,0.01578925,0.02484,0.015211304,0.00959,0.04552,0.032161304,0.01879,0.260396667,0.227353435,0.207018333,0.260396667,0.227353435,0.207018333,m=2_day=14_h=10_mins=21.pickle,4880,4896,0
0.003002403,0.001611915,0.00020179,0.004868912,0.001813001,0.00011977,0.002719569,0.001321409,0.000120544,0.006406335,0.002330175,7.40E-05,0.124970311,0.046481264,0.00487745,0.124970311,0.046481264,0.00487745,0.101978083,0.038296928,0.011680833,0.066691917,0.030315246,0.010269167,0.16726,0.051643478,0,0.07048,0.029756522,0.00351,2.989654167,0.913183873,0.281564167,2.989654167,0.913183873,0.281564167,0.019641417,0.007755109,0.005301417,0.015167583,0.006954457,0.0041215,0.02072,0.009695217,0.00537,0.00819,0.003297391,0.00079,0.325269333,0.13917204,0.09431075,0.325269333,0.13917204,0.09431075,m=2_day=14_h=13_mins=25.pickle,4367,4891,1
0.001593529,0.000822845,0.000369152,0.003074656,0.00142682,0.000488172,0.000571451,0.000100803,0,0.004559021,0.002145704,0.000793851,0.089395846,0.043489867,0.016556313,0.089395846,0.043489867,0.016556313,0.364023667,0.103076837,0.011426,0.198901083,0.073912728,0.011763833,0.54371,0.127521304,0,0.21839,0.047638696,0,11.41260233,3.509219366,0.340174,11.41260233,3.509219366,0.340174,0.024618917,0.013889685,0.007528583,0.015433667,0.009590315,0.007171083,0.02446,0.014484348,0.00974,0.03177,0.015258261,0.00592,0.342859583,0.251808406,0.187843583,0.342859583,0.251808406,0.187843583,m=2_day=14_h=13_mins=45.pickle,4601,4601,0
0.004253971,0.001678042,0.000266659,0.005466226,0.001539534,0.000219045,0.00324067,0.001439203,0.000147191,0.006449104,0.001766585,0.000269799,0.133571075,0.037221759,0.00610623,0.133571075,0.037221759,0.00610623,0.171517917,0.048173594,0.008158167,0.060731333,0.026995536,0.007091833,0.16942,0.04956087,0.00623,0.07602,0.028516087,0.00764,1.466183667,0.803081424,0.125648167,1.466183667,0.803081424,0.125648167,0.01155175,0.005967362,0.003105333,0.01078825,0.006744812,0.004344667,0.01203,0.007831739,0.00557,0.01566,0.008830435,0.00457,0.17387525,0.110491181,0.082845333,0.17387525,0.110491181,0.082845333,m=2_day=14_h=14_mins=56.pickle,4245,6694,0
0.004990098,0.001400275,0.000188385,0.004738422,0.001894724,0.00044068,0.006591771,0.001764145,2.38E-05,0.003580125,0.001757333,0.000392011,0.149784621,0.040624236,0.007540958,0.149784621,0.040624236,0.007540958,0.103779167,0.033810833,0.011128417,0.151630833,0.038516558,0.009340167,0.14362,0.042836957,0.00741,0.10834,0.036996087,0,2.980024167,0.923382884,0.305233,2.980024167,0.923382884,0.305233,0.047017167,0.02845017,0.01698325,0.035452833,0.017220699,0.00866025,0.0456,0.02894913,0.0196,0.03672,0.017585652,0.00636,0.303975,0.221519453,0.158181,0.303975,0.221519453,0.158181,m=2_day=14_h=16_mins=52.pickle,5876,5893,0
0.002171276,0.000611731,0.000242138,0.004023361,0.000659632,0.000122787,0.001003088,0.000466106,0.000168755,0.00521722,0.000791904,0,0.115435398,0.018002073,0.00330323,0.115435398,0.018002073,0.00330323,0.057911333,0.027873518,0.004919917,0.058786667,0.025991699,0.003880083,0.08805,0.034268261,0.00156,0.08825,0.032338696,0.00273,1.775917417,0.825851264,0.0834835,1.775917417,0.825851264,0.0834835,0.01903175,0.009290674,0.005651833,0.02315825,0.009868457,0.006148167,0.02856,0.013571304,0.00702,0.02426,0.012455652,0.0073,0.432428,0.187010536,0.111915417,0.432428,0.187010536,0.111915417,m=2_day=14_h=17_mins=17.pickle,3000,5971,0
0.005176079,0.001451425,0.000198506,0.004725138,0.001835799,0.00036785,0.007038326,0.002025566,0.000281237,0.00340799,0.001553764,0.000212111,0.159886626,0.043792002,0.006142433,0.159886626,0.043792002,0.006142433,0.056469917,0.027961812,0.010036167,0.113356667,0.044214275,0.012821083,0.052,0.021644783,0,0.10383,0.056045652,0,1.931536667,0.954940228,0.236656167,1.931536667,0.954940228,0.236656167,0.036276667,0.025675257,0.013150583,0.018420083,0.011811264,0.005909667,0.03684,0.026960435,0.02085,0.01437,0.010068261,0.00555,0.288874,0.20064437,0.156113333,0.288874,0.20064437,0.156113333,m=2_day=14_h=17_mins=9.pickle,5105,5128,0
0.002177632,0.000812226,0.000309569,0.003247875,0.000945169,0.0002003,0.001722834,0.00070543,0.000270149,0.003649701,0.001016159,0,0.053765805,0.01618969,0.004885608,0.053765805,0.01618969,0.004885608,0.099735,0.036646986,0.009275583,0.083555,0.026647362,0.0057815,0.10636,0.038715217,0,0.08318,0.02538913,0,1.84518,0.861786402,0.1867375,1.84518,0.861786402,0.1867375,0.020121583,0.007809138,0.004218833,0.017878417,0.008781297,0.004240417,0.01948,0.010147391,0.00588,0.02128,0.010823043,0.00598,0.314602917,0.157688341,0.08504,0.314602917,0.157688341,0.08504,m=2_day=14_h=18_mins=12.pickle,1865,3412,1
0.003835792,0.001596174,0.000371466,0.005585528,0.00145239,0.000173035,0.00316155,0.001484388,0.000229206,0.006310546,0.001558981,3.77E-05,0.098040175,0.027979664,0.006192206,0.098040175,0.027979664,0.006192206,0.169221917,0.044239533,0.010859,0.054215917,0.027043946,0.008289833,0.18353,0.044734783,0.0094,0.05699,0.031951304,0.00697,2.043966833,0.819216188,0.157379,2.043966833,0.819216188,0.157379,0.00902375,0.005312094,0.003531667,0.010084917,0.005647471,0.003259917,0.01239,0.007294348,0.00452,0.01447,0.004433478,0.00178,0.175490583,0.094594272,0.060642,0.175490583,0.094594272,0.060642,m=2_day=14_h=1_mins=43.pickle,4157,3317,1
